Assembly	Level	WGS	BioSample	Taxonomy	RUG
GCA_902788845.1	Scaffold	CADALN000000000	SAMEA6151543	uncultured Lachnospiraceae bacterium	RUG13406
GCA_902788755.1	Scaffold	CADALB000000000	SAMEA6151534	uncultured Lachnospiraceae bacterium	RUG13397
GCA_902788695.1	Scaffold	CADALD000000000	SAMEA6151537	uncultured Lachnospiraceae bacterium	RUG13400
GCA_902789135.1	Scaffold	CADAMW000000000	SAMEA6151575	uncultured Lachnospiraceae bacterium	RUG13438
GCA_902791225.1	Scaffold	CADAUT000000000	SAMEA6151788	uncultured Lachnospiraceae bacterium	RUG13651
GCA_902791445.1	Scaffold	CADAVQ000000000	SAMEA6151807	uncultured Lachnospiraceae bacterium	RUG13670
GCA_902791615.1	Scaffold	CADAWH000000000	SAMEA6151823	uncultured Lachnospiraceae bacterium	RUG13686
GCA_902790755.1	Contig	CADASY000000000	SAMEA6151734	uncultured Lachnospiraceae bacterium	RUG13597
GCA_902790665.1	Scaffold	CADATA000000000	SAMEA6151730	uncultured Lachnospiraceae bacterium	RUG13593
GCA_902790655.1	Scaffold	CADATD000000000	SAMEA6151732	uncultured Lachnospiraceae bacterium	RUG13595
GCA_902790645.1	Scaffold	CADAST000000000	SAMEA6151726	uncultured Lachnospiraceae bacterium	RUG13589
GCA_902789785.1	Scaffold	CADAPR000000000	SAMEA6151642	uncultured Lachnospiraceae bacterium	RUG13505
GCA_902790095.1	Scaffold	CADAQV000000000	SAMEA6151674	uncultured Lachnospiraceae bacterium	RUG13537
GCA_902790125.1	Scaffold	CADAQN000000000	SAMEA6151675	uncultured Lachnospiraceae bacterium	RUG13538
GCA_902790275.1	Scaffold	CADARM000000000	SAMEA6151696	uncultured Lachnospiraceae bacterium	RUG13559
GCA_902789175.1	Scaffold	CADANF000000000	SAMEA6151588	uncultured Lachnospiraceae bacterium	RUG13451
GCA_902789555.1	Scaffold	CADAOF000000000	SAMEA6151612	uncultured Lachnospiraceae bacterium	RUG13475
GCA_902789665.1	Contig	CADAOY000000000	SAMEA6151633	uncultured Lachnospiraceae bacterium	RUG13496
GCA_902789735.1	Contig	CADAOZ000000000	SAMEA6151632	uncultured Lachnospiraceae bacterium	RUG13495
GCA_902803845.1	Contig	CADCRL000000000	SAMEA6153050	uncultured Lachnospiraceae bacterium	RUG14911
GCA_902803745.1	Contig	CADCRB000000000	SAMEA6153043	uncultured Lachnospiraceae bacterium	RUG14904
GCA_902803645.1	Contig	CADCQT000000000	SAMEA6153031	uncultured Lachnospiraceae bacterium	RUG14892
GCA_902803625.1	Contig	CADCQV000000000	SAMEA6153034	uncultured Lachnospiraceae bacterium	RUG14895
GCA_902803635.1	Contig	CADCQU000000000	SAMEA6153035	uncultured Lachnospiraceae bacterium	RUG14896
GCA_902803445.1	Contig	CADCPX000000000	SAMEA6153016	uncultured Lachnospiraceae bacterium	RUG14877
GCA_902803505.1	Contig	CADCQE000000000	SAMEA6153008	uncultured Lachnospiraceae bacterium	RUG14869
GCA_902803305.1	Contig	CADCPL000000000	SAMEA6152994	uncultured Lachnospiraceae bacterium	RUG14855
GCA_902803245.1	Contig	CADCPJ000000000	SAMEA6152992	uncultured Lachnospiraceae bacterium	RUG14853
GCA_902803355.1	Contig	CADCPP000000000	SAMEA6153003	uncultured Lachnospiraceae bacterium	RUG14864
GCA_902803215.1	Contig	CADCPK000000000	SAMEA6152991	uncultured Lachnospiraceae bacterium	RUG14852
GCA_902803065.1	Contig	CADCOP000000000	SAMEA6152971	uncultured Lachnospiraceae bacterium	RUG14832
GCA_902803015.1	Contig	CADCOL000000000	SAMEA6152972	uncultured Lachnospiraceae bacterium	RUG14833
GCA_902803155.1	Contig	CADCOU000000000	SAMEA6152987	uncultured Lachnospiraceae bacterium	RUG14848
GCA_902803935.1	Contig	CADCRY000000000	SAMEA6153067	uncultured Lachnospiraceae bacterium	RUG14928
GCA_902804045.1	Contig	CADCSN000000000	SAMEA6153068	uncultured Lachnospiraceae bacterium	RUG14929
GCA_902804025.1	Contig	CADCSF000000000	SAMEA6153077	uncultured Lachnospiraceae bacterium	RUG14938
GCA_902802515.1	Scaffold	CADCMM000000000	SAMEA6152927	uncultured Lachnospiraceae bacterium	RUG14788
GCA_902801585.1	Scaffold	CADCIU000000000	SAMEA6152824	uncultured Lachnospiraceae bacterium	RUG14685
GCA_902801535.1	Scaffold	CADCIE000000000	SAMEA6152816	uncultured Lachnospiraceae bacterium	RUG14677
GCA_902801415.1	Scaffold	CADCIK000000000	SAMEA6152815	uncultured Lachnospiraceae bacterium	RUG14676
GCA_902801515.1	Scaffold	CADCII000000000	SAMEA6152811	uncultured Lachnospiraceae bacterium	RUG14672
GCA_902800325.1	Scaffold	CADCDW000000000	SAMEA6152688	uncultured Lachnospiraceae bacterium	RUG14549
GCA_902797385.1	Contig	CADBSR000000000	SAMEA6152406	uncultured Lachnospiraceae bacterium	RUG14268
GCA_902797475.1	Contig	CADBTG000000000	SAMEA6152417	uncultured Lachnospiraceae bacterium	RUG14279
GCA_902797565.1	Contig	CADBTO000000000	SAMEA6152420	uncultured Lachnospiraceae bacterium	RUG14282
GCA_902797665.1	Contig	CADBUA000000000	SAMEA6152428	uncultured Lachnospiraceae bacterium	RUG14290
GCA_902797605.1	Contig	CADBTJ000000000	SAMEA6152424	uncultured Lachnospiraceae bacterium	RUG14286
GCA_902797725.1	Contig	CADBTZ000000000	SAMEA6152432	uncultured Lachnospiraceae bacterium	RUG14294
GCA_902797705.1	Contig	CADBTX000000000	SAMEA6152431	uncultured Lachnospiraceae bacterium	RUG14293
GCA_902797675.1	Contig	CADBTR000000000	SAMEA6152434	uncultured Lachnospiraceae bacterium	RUG14296
GCA_902797735.1	Contig	CADBUB000000000	SAMEA6152437	uncultured Lachnospiraceae bacterium	RUG14299
GCA_902798115.1	Scaffold	CADBVP000000000	SAMEA6152474	uncultured Lachnospiraceae bacterium	RUG14336
GCA_902797785.1	Contig	CADBUD000000000	SAMEA6152443	uncultured Lachnospiraceae bacterium	RUG14305
GCA_902798585.1	Scaffold	CADBXF000000000	SAMEA6152523	uncultured Lachnospiraceae bacterium	RUG14385
GCA_902798485.1	Scaffold	CADBXB000000000	SAMEA6152509	uncultured Lachnospiraceae bacterium	RUG14371
GCA_902799315.1	Scaffold	CADCAF000000000	SAMEA6152592	uncultured Lachnospiraceae bacterium	RUG14454
GCA_902799085.1	Scaffold	CADBZC000000000	SAMEA6152570	uncultured Lachnospiraceae bacterium	RUG14432
GCA_902766415.1	Contig	CACXDR000000000	SAMEA6149300	uncultured Lachnospiraceae bacterium	RUG11166
GCA_902766425.1	Contig	CACXDS000000000	SAMEA6149296	uncultured Lachnospiraceae bacterium	RUG11162
GCA_902766555.1	Contig	CACXEA000000000	SAMEA6149304	uncultured Lachnospiraceae bacterium	RUG11170
GCA_902766635.1	Contig	CACXEM000000000	SAMEA6149315	uncultured Lachnospiraceae bacterium	RUG11181
GCA_902766655.1	Contig	CACXEL000000000	SAMEA6149314	uncultured Lachnospiraceae bacterium	RUG11180
GCA_902766735.1	Contig	CACXEU000000000	SAMEA6149322	uncultured Lachnospiraceae bacterium	RUG11188
GCA_902766825.1	Contig	CACXFB000000000	SAMEA6149334	uncultured Lachnospiraceae bacterium	RUG11200
GCA_902766845.1	Contig	CACXFD000000000	SAMEA6149338	uncultured Lachnospiraceae bacterium	RUG11204
GCA_902766945.1	Contig	CACXFK000000000	SAMEA6149351	uncultured Lachnospiraceae bacterium	RUG11217
GCA_902766955.1	Contig	CACXFM000000000	SAMEA6149350	uncultured Lachnospiraceae bacterium	RUG11216
GCA_902766365.1	Contig	CACXDC000000000	SAMEA6149289	uncultured Lachnospiraceae bacterium	RUG11155
GCA_902766175.1	Contig	CACXCJ000000000	SAMEA6149269	uncultured Lachnospiraceae bacterium	RUG11135
GCA_902766195.1	Contig	CACXCW000000000	SAMEA6149277	uncultured Lachnospiraceae bacterium	RUG11143
GCA_902766245.1	Contig	CACXCU000000000	SAMEA6149274	uncultured Lachnospiraceae bacterium	RUG11140
GCA_902765955.1	Contig	CACXBW000000000	SAMEA6149251	uncultured Lachnospiraceae bacterium	RUG11117
GCA_902766075.1	Contig	CACXBX000000000	SAMEA6149259	uncultured Lachnospiraceae bacterium	RUG11125
GCA_902766055.1	Contig	CACXCF000000000	SAMEA6149258	uncultured Lachnospiraceae bacterium	RUG11124
GCA_902765445.1	Contig	CACWZR000000000	SAMEA6149198	uncultured Lachnospiraceae bacterium	RUG11064
GCA_902765775.1	Scaffold	CACXAX000000000	SAMEA6149224	uncultured Lachnospiraceae bacterium	RUG11090
GCA_902765755.1	Scaffold	CACXAY000000000	SAMEA6149225	uncultured Lachnospiraceae bacterium	RUG11091
GCA_902765725.1	Contig	CACXAT000000000	SAMEA6149223	uncultured Lachnospiraceae bacterium	RUG11089
GCA_902773445.1	Contig	CACYEU000000000	SAMEA6150005	uncultured Lachnospiraceae bacterium	RUG11870
GCA_902773435.1	Contig	CACYEN000000000	SAMEA6150003	uncultured Lachnospiraceae bacterium	RUG11868
GCA_902773335.1	Contig	CACYEK000000000	SAMEA6149997	uncultured Lachnospiraceae bacterium	RUG11862
GCA_902773175.1	Contig	CACYDR000000000	SAMEA6149974	uncultured Lachnospiraceae bacterium	RUG11839
GCA_902773185.1	Contig	CACYDN000000000	SAMEA6149978	uncultured Lachnospiraceae bacterium	RUG11843
GCA_902773195.1	Contig	CACYDL000000000	SAMEA6149976	uncultured Lachnospiraceae bacterium	RUG11841
GCA_902773095.1	Contig	CACYDA000000000	SAMEA6149970	uncultured Lachnospiraceae bacterium	RUG11835
GCA_902772635.1	Contig	CACYBK000000000	SAMEA6149924	uncultured Lachnospiraceae bacterium	RUG11789
GCA_902772565.1	Contig	CACYBJ000000000	SAMEA6149919	uncultured Lachnospiraceae bacterium	RUG11784
GCA_902772775.1	Contig	CACYBY000000000	SAMEA6149939	uncultured Lachnospiraceae bacterium	RUG11804
GCA_902772765.1	Contig	CACYCB000000000	SAMEA6149942	uncultured Lachnospiraceae bacterium	RUG11807
GCA_902772805.1	Contig	CACYCC000000000	SAMEA6149934	uncultured Lachnospiraceae bacterium	RUG11799
GCA_902772925.1	Contig	CACYCJ000000000	SAMEA6149950	uncultured Lachnospiraceae bacterium	RUG11815
GCA_902774525.1	Scaffold	CACYIR000000000	SAMEA6150112	uncultured Lachnospiraceae bacterium	RUG11977
GCA_902774785.1	Scaffold	CACYJY000000000	SAMEA6150139	uncultured Lachnospiraceae bacterium	RUG12004
GCA_902774915.1	Scaffold	CACYKH000000000	SAMEA6150158	uncultured Lachnospiraceae bacterium	RUG12023
GCA_902774755.1	Contig	CACYJM000000000	SAMEA6150138	uncultured Lachnospiraceae bacterium	RUG12003
GCA_902773645.1	Scaffold	CACYFG000000000	SAMEA6150027	uncultured Lachnospiraceae bacterium	RUG11892
GCA_902774125.1	Scaffold	CACYHD000000000	SAMEA6150079	uncultured Lachnospiraceae bacterium	RUG11944
GCA_902770965.1	Contig	CACXUY000000000	SAMEA6149758	uncultured Lachnospiraceae bacterium	RUG11623
GCA_902767135.1	Contig	CACXGE000000000	SAMEA6149371	uncultured Lachnospiraceae bacterium	RUG11237
GCA_902767235.1	Contig	CACXGR000000000	SAMEA6149372	uncultured Lachnospiraceae bacterium	RUG11238
GCA_902767335.1	Contig	CACXHD000000000	SAMEA6149386	uncultured Lachnospiraceae bacterium	RUG11252
GCA_902767195.1	Contig	CACXGS000000000	SAMEA6149374	uncultured Lachnospiraceae bacterium	RUG11240
GCA_902767015.1	Contig	CACXFV000000000	SAMEA6149354	uncultured Lachnospiraceae bacterium	RUG11220
GCA_902767075.1	Contig	CACXGM000000000	SAMEA6149370	uncultured Lachnospiraceae bacterium	RUG11236
GCA_902767065.1	Contig	CACXFW000000000	SAMEA6149356	uncultured Lachnospiraceae bacterium	RUG11222
GCA_902767105.1	Contig	CACXGF000000000	SAMEA6149360	uncultured Lachnospiraceae bacterium	RUG11226
GCA_902768775.1	Scaffold	CACXMQ000000000	SAMEA6149529	uncultured Lachnospiraceae bacterium	RUG11395
GCA_902768735.1	Scaffold	CACXMK000000000	SAMEA6149527	uncultured Lachnospiraceae bacterium	RUG11393
GCA_902769215.1	Scaffold	CACXOI000000000	SAMEA6149580	uncultured Lachnospiraceae bacterium	RUG11446
GCA_902769245.1	Scaffold	CACXOH000000000	SAMEA6149579	uncultured Lachnospiraceae bacterium	RUG11445
GCA_902770355.1	Scaffold	CACXSO000000000	SAMEA6149688	uncultured Lachnospiraceae bacterium	RUG11553
GCA_902762285.1	Scaffold	CACWOB000000000	SAMEA6148881	uncultured Lachnospiraceae bacterium	RUG10748
GCA_902762165.1	Scaffold	CACWMW000000000	SAMEA6148863	uncultured Lachnospiraceae bacterium	RUG10730
GCA_902761665.1	Scaffold	CACWLA000000000	SAMEA6148815	uncultured Lachnospiraceae bacterium	RUG10682
GCA_902761585.1	Scaffold	CACWKX000000000	SAMEA6148808	uncultured Lachnospiraceae bacterium	RUG10675
GCA_902760415.1	Scaffold	CACWGK000000000	SAMEA6148694	uncultured Lachnospiraceae bacterium	RUG10561
GCA_902760525.1	Scaffold	CACWGU000000000	SAMEA6148706	uncultured Lachnospiraceae bacterium	RUG10573
GCA_902760695.1	Scaffold	CACWHJ000000000	SAMEA6148718	uncultured Lachnospiraceae bacterium	RUG10585
GCA_902760755.1	Scaffold	CACWHK000000000	SAMEA6148721	uncultured Lachnospiraceae bacterium	RUG10588
GCA_902761225.1	Scaffold	CACWJQ000000000	SAMEA6148774	uncultured Lachnospiraceae bacterium	RUG10641
GCA_902764045.1	Scaffold	CACWUI000000000	SAMEA6149060	uncultured Lachnospiraceae bacterium	RUG10926
GCA_902762905.1	Scaffold	CACWQE000000000	SAMEA6148951	uncultured Lachnospiraceae bacterium	RUG10817
GCA_902762955.1	Scaffold	CACWQH000000000	SAMEA6148950	uncultured Lachnospiraceae bacterium	RUG10816
GCA_902763015.1	Scaffold	CACWQO000000000	SAMEA6148957	uncultured Lachnospiraceae bacterium	RUG10823
GCA_902763335.1	Scaffold	CACWRR000000000	SAMEA6148983	uncultured Lachnospiraceae bacterium	RUG10849
GCA_902755505.1	Scaffold	CACVNV000000000	SAMEA6148204	uncultured Lachnospiraceae bacterium	RUG10071
GCA_902755205.1	Scaffold	CACVMA000000000	SAMEA6148162	uncultured Lachnospiraceae bacterium	RUG10030
GCA_902755155.1	Contig	CACVLR000000000	SAMEA6148166	uncultured Lachnospiraceae bacterium	RUG10034
GCA_902755075.1	Contig	CACVLT000000000	SAMEA6148163	uncultured Lachnospiraceae bacterium	RUG10031
GCA_902755005.1	Scaffold	CACVLG000000000	SAMEA6148148	uncultured Lachnospiraceae bacterium	RUG10016
GCA_902756185.1	Scaffold	CACVQM000000000	SAMEA6148276	uncultured Lachnospiraceae bacterium	RUG10143
GCA_902755855.1	Scaffold	CACVPG000000000	SAMEA6148242	uncultured Lachnospiraceae bacterium	RUG10109
GCA_902755755.1	Scaffold	CACVOJ000000000	SAMEA6148230	uncultured Lachnospiraceae bacterium	RUG10097
GCA_902755655.1	Scaffold	CACVOQ000000000	SAMEA6148215	uncultured Lachnospiraceae bacterium	RUG10082
GCA_902758845.1	Scaffold	CACWAD000000000	SAMEA6148532	uncultured Lachnospiraceae bacterium	RUG10399
GCA_902759835.1	Contig	CACWEB000000000	SAMEA6148634	uncultured Lachnospiraceae bacterium	RUG10501
GCA_902760045.1	Contig	CACWEY000000000	SAMEA6148652	uncultured Lachnospiraceae bacterium	RUG10519
GCA_902760005.1	Contig	CACWFA000000000	SAMEA6148655	uncultured Lachnospiraceae bacterium	RUG10522
GCA_902760075.1	Contig	CACWFB000000000	SAMEA6148663	uncultured Lachnospiraceae bacterium	RUG10530
GCA_902759985.1	Contig	CACWEV000000000	SAMEA6148654	uncultured Lachnospiraceae bacterium	RUG10521
GCA_902760025.1	Contig	CACWEZ000000000	SAMEA6148649	uncultured Lachnospiraceae bacterium	RUG10516
GCA_902759605.1	Contig	CACWDM000000000	SAMEA6148616	uncultured Lachnospiraceae bacterium	RUG10483
GCA_902759685.1	Contig	CACWDS000000000	SAMEA6148621	uncultured Lachnospiraceae bacterium	RUG10488
GCA_902803595.1	Contig	CADCQL000000000	SAMEA6153021	uncultured Lactobacillus sp.	RUG14882
GCA_902785415.1	Scaffold	CACZYL000000000	SAMEA6151206	uncultured Megasphaera sp.	RUG13069
GCA_902783955.1	Contig	CACZSR000000000	SAMEA6151055	uncultured Megasphaera sp.	RUG12919
GCA_902782945.1	Contig	CACZOU000000000	SAMEA6150961	uncultured Methanobacteriaceae archaeon	RUG12825
GCA_902797085.1	Contig	CADBRM000000000	SAMEA6152371	uncultured Methanobacteriaceae archaeon	RUG14233
GCA_902796575.1	Contig	CADBPS000000000	SAMEA6152323	uncultured Methanobrevibacter sp.	RUG14185
GCA_902795935.1	Contig	CADBMS000000000	SAMEA6152248	uncultured Methanobrevibacter sp.	RUG14110
GCA_902794475.1	Scaffold	CADBHR000000000	SAMEA6152111	uncultured Methanobrevibacter sp.	RUG13973
GCA_902793735.1	Scaffold	CADBEP000000000	SAMEA6152030	uncultured Methanobrevibacter sp.	RUG13892
GCA_902789505.1	Scaffold	CADAOO000000000	SAMEA6151613	uncultured Methanobrevibacter sp.	RUG13476
GCA_902788255.1	Scaffold	CADAJR000000000	SAMEA6151491	uncultured Methanobrevibacter sp.	RUG13354
GCA_902786715.1	Scaffold	CADADM000000000	SAMEA6151336	uncultured Methanobrevibacter sp.	RUG13199
GCA_902783085.1	Contig	CACZPT000000000	SAMEA6150971	uncultured Methanobrevibacter sp.	RUG12835
GCA_902782595.1	Contig	CACZNW000000000	SAMEA6150925	uncultured Methanobrevibacter sp.	RUG12789
GCA_902784195.1	Contig	CACZTX000000000	SAMEA6151082	uncultured Methanobrevibacter sp.	RUG12946
GCA_902785855.1	Scaffold	CADAAJ000000000	SAMEA6151252	uncultured Methanobrevibacter sp.	RUG13115
GCA_902778875.1	Scaffold	CACYZI000000000	SAMEA6150547	uncultured Methanobrevibacter sp.	RUG12411
GCA_902802035.1	Scaffold	CADCKP000000000	SAMEA6152873	uncultured Methanobrevibacter sp.	RUG14734
GCA_902801725.1	Scaffold	CADCJB000000000	SAMEA6152836	uncultured Methanobrevibacter sp.	RUG14697
GCA_902801775.1	Scaffold	CADCJR000000000	SAMEA6152842	uncultured Methanobrevibacter sp.	RUG14703
GCA_902798395.1	Scaffold	CADBWM000000000	SAMEA6152502	uncultured Methanobrevibacter sp.	RUG14364
GCA_902800515.1	Scaffold	CADCEM000000000	SAMEA6152716	uncultured Methanobrevibacter sp.	RUG14577
GCA_902800615.1	Scaffold	CADCFK000000000	SAMEA6152733	uncultured Methanobrevibacter sp.	RUG14594
GCA_902772665.1	Contig	CACYBU000000000	SAMEA6149929	uncultured Methanobrevibacter sp.	RUG11794
GCA_902774685.1	Scaffold	CACYJH000000000	SAMEA6150125	uncultured Methanobrevibacter sp.	RUG11990
GCA_902774605.1	Scaffold	CACYJE000000000	SAMEA6150122	uncultured Methanobrevibacter sp.	RUG11987
GCA_902771435.1	Contig	CACXXB000000000	SAMEA6149809	uncultured Methanobrevibacter sp.	RUG11674
GCA_902770715.1	Scaffold	CACXTS000000000	SAMEA6149723	uncultured Methanobrevibacter sp.	RUG11588
GCA_902769175.1	Scaffold	CACXNW000000000	SAMEA6149562	uncultured Methanobrevibacter sp.	RUG11428
GCA_902764455.1	Scaffold	CACWVY000000000	SAMEA6149096	uncultured Methanobrevibacter sp.	RUG10962
GCA_902762245.1	Scaffold	CACWNM000000000	SAMEA6148876	uncultured Methanobrevibacter sp.	RUG10743
GCA_902764015.1	Scaffold	CACWUH000000000	SAMEA6149055	uncultured Methanobrevibacter sp.	RUG10921
GCA_902759475.1	Scaffold	CACWCY000000000	SAMEA6148603	uncultured Methanobrevibacter sp.	RUG10470
GCA_902760145.1	Contig	CACWFE000000000	SAMEA6148667	uncultured Methanobrevibacter sp.	RUG10534
GCA_902758945.1	Scaffold	CACWAT000000000	SAMEA6148547	uncultured Methanobrevibacter sp.	RUG10414
GCA_902757365.1	Scaffold	CACVUP000000000	SAMEA6148385	uncultured Methanobrevibacter sp.	RUG10252
GCA_902758515.1	Scaffold	CACVZI000000000	SAMEA6148509	uncultured Methanobrevibacter sp.	RUG10376
GCA_902758195.1	Scaffold	CACVXW000000000	SAMEA6148472	uncultured Methanobrevibacter sp.	RUG10339
GCA_902757275.1	Scaffold	CACVUD000000000	SAMEA6148377	uncultured Methanobrevibacter sp.	RUG10244
GCA_902763045.1	Scaffold	CACWQM000000000	SAMEA6148953	uncultured Mitsuokella sp.	RUG10819
GCA_902777255.1	Scaffold	CACYTG000000000	SAMEA6150391	uncultured Olsenella sp.	RUG12256
GCA_902803615.1	Contig	CADCQS000000000	SAMEA6153032	uncultured Olsenella sp.	RUG14893
GCA_902762985.1	Contig	CACWPY000000000	SAMEA6148945	uncultured Olsenella sp.	RUG10811
GCA_902797645.1	Contig	CADBTY000000000	SAMEA6152436	uncultured Oribacterium sp.	RUG14298
GCA_902794815.1	Scaffold	CADBIV000000000	SAMEA6152143	uncultured Oribacterium sp.	RUG14005
GCA_902796485.1	Contig	CADBPD000000000	SAMEA6152313	uncultured Oribacterium sp.	RUG14175
GCA_902796885.1	Contig	CADBQY000000000	SAMEA6152354	uncultured Planctomycetota bacterium	RUG14216
GCA_902786505.1	Scaffold	CADACS000000000	SAMEA6151319	uncultured Planctomycetota bacterium	RUG13182
GCA_902797455.1	Contig	CADBTE000000000	SAMEA6152412	uncultured Planctomycetota bacterium	RUG14274
GCA_902798735.1	Scaffold	CADBXX000000000	SAMEA6152532	uncultured Planctomycetota bacterium	RUG14394
GCA_902803085.1	Contig	CADCOO000000000	SAMEA6152975	uncultured Planctomycetota bacterium	RUG14836
GCA_902760095.1	Contig	CACWFC000000000	SAMEA6148659	uncultured Planctomycetota bacterium	RUG10526
GCA_902760255.1	Contig	CACWGA000000000	SAMEA6148679	uncultured Planctomycetota bacterium	RUG10546
GCA_902772705.1	Contig	CACYBR000000000	SAMEA6149931	uncultured Planctomycetota bacterium	RUG11796
GCA_902770245.1	Scaffold	CACXSS000000000	SAMEA6149686	uncultured Planctomycetota bacterium	RUG11551
GCA_902766935.1	Contig	CACXFR000000000	SAMEA6149344	uncultured Planctomycetota bacterium	RUG11210
GCA_902767515.1	Scaffold	CACXHP000000000	SAMEA6149409	uncultured Prevotella sp.	RUG11275
GCA_902763035.1	Scaffold	CACWQN000000000	SAMEA6148954	uncultured Prevotella sp.	RUG10820
GCA_902756905.1	Scaffold	CACVSZ000000000	SAMEA6148345	uncultured Prevotella sp.	RUG10212
GCA_902756625.1	Scaffold	CACVRT000000000	SAMEA6148319	uncultured Prevotella sp.	RUG10186
GCA_902755835.1	Scaffold	CACVPC000000000	SAMEA6148240	uncultured Prevotella sp.	RUG10107
GCA_902798285.1	Scaffold	CADBVZ000000000	SAMEA6152495	uncultured Prevotella sp.	RUG14357
GCA_902800365.1	Scaffold	CADCEF000000000	SAMEA6152707	uncultured Prevotella sp.	RUG14568
GCA_902777545.1	Scaffold	CACYUP000000000	SAMEA6150417	uncultured Prevotella sp.	RUG12282
GCA_902775685.1	Scaffold	CACYMW000000000	SAMEA6150227	uncultured Prevotella sp.	RUG12092
GCA_902775415.1	Scaffold	CACYMH000000000	SAMEA6150207	uncultured Prevotella sp.	RUG12072
GCA_902775395.1	Scaffold	CACYMK000000000	SAMEA6150199	uncultured Prevotella sp.	RUG12064
GCA_902775605.1	Scaffold	CACYNE000000000	SAMEA6150222	uncultured Prevotellaceae bacterium	RUG12087
GCA_902775075.1	Scaffold	CACYKX000000000	SAMEA6150166	uncultured Prevotellaceae bacterium	RUG12031
